"","Acanthocyclops_robustus","Asplanchna_sieboldi","Bothrioneurum_vejdovskyanum","Brachionus","Brachionus_angularis","Brachionus_calyciflorus","Chaetogaster_diaphanus","Chaetogaster_diastrophus","Chaetonotus_sp._bor_MK-2018","Chironomidae","Chironomus","Chironomus_luridus","Chironomus_nuditarsis","Chironomus_sp._BOLD:AAI4299","Chydoridae","Chydorus_brevilabris","Cloeon_dipterum","Corophium_multisetosum","Crangonyx_floridanus","Crangonyx_pseudogracilis","Cricotopus","Cricotopus_laricomalis","Cyclopidae","Cyclopoida","Cyclops_abyssorum","Cyprideis_torosa","Cypridopsis_vidua","Daphnia","Daphnia_ambigua","Daphniidae","Diaphanosoma_brachyurum","Dikerogammarus_villosus","Diptera","Dreissena_polymorpha","Eubosmina_coregoni","Euchlanis_dilatata","Eucyclops_macrurus","Eucyclops_serrulatus","Eudiaptomus_gracilis","Eurytemora_affinis","Gammarus_tigrinus","Gammarus_zaddachi","Hydra","Hydra_oligactis","Hymenoptera","Keratella","Keratella_cochlearis","Keratella_quadrata","Limnocythere_inopinata","Lumbricillus_fennicus","Lype_phaeopa","Macrothrix_sp._HE-364","Mesocyclops_leuckarti","Nais","Nais_barbata","Nais_christinae","Nais_communis/variabilis_complex_sp._A3","Ophidonais_serpentina","Philodina_citrina","Plectus_aquatilis","Ploima","Polyarthra","Polyarthra_dolichoptera_complex_sp._UO-2013","Polyarthra_sp._UO-2013","Polyarthra_sp._WM-2017a","Polypedilum_nubeculosum","Polypedilum_sp._9_SC","Polyphemus_pediculus","Potamopyrgus_antipodarum","Procladius_ferrugineus","Radix_auricularia","Radix_balthica","Stagnicola","Stenostomum_sthenum","Stylaria_lacustris","Synchaeta","Synchaeta_cf._tremula/oblonga_UO-2012","Synchaeta_pectinata","Synchaeta_sp._WM-2017a","Tanytarsus_bathophilus","Tanytarsus_lestagei","Tubifex_tubifex","Uncinais_uncinata","time","sample_id","site","sample_type","predator_id"
"eGW2",0,0,0,0,0,0,0.000472277321243034,0,0.000661188249740248,0,0,0,0,0,0.154529139510721,0.106923585529423,0,0,0,0,0,0,0,0.348257296684613,0,0,0,0.193161424388401,0,0,0,0.000566732785491641,0.00103901010673467,0,0,0,0,0.00217247567771796,0,0,0,0,0.000944554642486068,0,0,0,0,0,0,0,0,0,0,0.00982336828185511,0,0.000472277321243034,0,0,0,0,0.00217247567771796,0.00774534806838576,0.00179465382072353,0,0,0.0027392084632096,0,0.157740625295173,0,0,0,0.000472277321243034,0,0,0.000377821856994427,0,0,0.00387267403419288,0,0,0.00151128742797771,0.000377821856994427,0,"May","eGW2","GW","eDNA","water"
"eGW1",0,0,0,0,0,0,0,0,0,0,0.0194730813287514,0,0,0,0.00229095074455899,0,0,0,0,0,0.0641466208476518,0.0939289805269187,0.011454753722795,0.694158075601375,0.0435280641466208,0,0,0.0126002290950745,0,0,0,0.0103092783505155,0,0,0.00229095074455899,0,0,0,0.00229095074455899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206185567010309,0,0,0,0,0.00572737686139748,0,0,0.00801832760595647,0,0.00572737686139748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","eGW1","GW","eDNA","water"
"eWB6",0,0,0,0.136075949367089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284810126582278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949367088607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727848101265823,0,0,0,0,"May","eWB6","WB","eDNA","water"
"eWB5",0,0,0,0.117424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170454545454545,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0.0113636363636364,0.0113636363636364,0.00757575757575758,0,0,0.0113636363636364,0.0113636363636364,0,0,0,0,0,0,0,0,0.609848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265151515151515,0,0,0,0,"May","eWB5","WB","eDNA","water"
"eWB4",0,0,0,0.036547433903577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394245723172628,0.00777604976671851,0,0,0,0,0,0.0139968895800933,0,0.0031104199066874,0,0,0.0318818040435459,0.00544323483670296,0,0,0,0,0,0,0,0,0,0,0.0124416796267496,0,0,0,0,0,0.0334370139968896,0,0,0,0,0,0,0,0,0.385692068429238,0,0.00544323483670296,0,0,0,0,0,0,0,0,0,0,0,0,0.0412130637636081,0,0.0287713841368585,0,0,0,0,"May","eWB4","WB","eDNA","water"
"eWB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486238532110092,0,0.00917431192660551,0,0,0,0.0412844036697248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0.307339449541284,0,0,0,0.100917431192661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","eWB3","WB","eDNA","water"
"eWB2",0,0,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","eWB2","WB","eDNA","water"
"eWB1",0,0,0,0.0223728813559322,0.00112994350282486,0.00135593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587570621468927,0.00293785310734463,0,0,0,0,0.000451977401129943,0.161581920903955,0.00248587570621469,0.000451977401129943,0,0.00248587570621469,0.0363841807909605,0,0,0,0,0,0,0,0,0,0,0.0183050847457627,0.00587570621468927,0.00451977401129944,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0.63638418079096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112994350282486,0.0203389830508475,0.00768361581920904,0.0648587570621469,0,0,0,0,"May","eWB1","WB","eDNA","water"
"eRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809716599190283,0,0,0,0.00701754385964912,0.059919028340081,0.0039136302294197,0,0.0245614035087719,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575843454790823,0,0,0.000809716599190283,0,0,0,0,0,0,0,0,0,0,0.0058029689608637,0.286369770580297,0.0128205128205128,0.0139001349527665,0,0,0,0,"May","eRB1","RB","eDNA","water"
"eRB2",0,0,0,0,0,0,0.0151941474395048,0,0,0,0.00337647720877884,0,0,0,0.0776589758019133,0,0.348902644907147,0,0,0,0.00675295441755768,0,0,0,0,0,0.1541924592009,0,0,0.036015756893641,0,0.0056274620146314,0,0,0,0,0.00168823860438942,0.0180078784468205,0,0.00337647720877884,0,0,0,0.00112549240292628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256612267867192,0,0,0,0,0,0,0.0574001125492403,0,0,0,0,0,0,0,0.0140686550365785,0,0,0,0,0,0,"May","eRB2","RB","eDNA","water"
"eRB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952380952381,0,0,0,0,"May","eRB4","RB","eDNA","water"
"eRB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730769230769231,0,0.0384615384615385,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","eRB5","RB","eDNA","water"
"eRB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933165195460277,0,0,0,0,0,0.00504413619167718,0,0,0,0,0.00756620428751576,0,0,0.00630517023959647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290037831021438,0,0,0,0,0,0.00378310214375788,0,0,0,0,0,0,0,0,0.0151324085750315,0,0,0,0,0,0,"May","eRB6","RB","eDNA","water"
"RB.518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137741046831956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB518","RB","gut","Gammarus_zaddachi"
"RB.517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB517","RB","gut","Gammarus_zaddachi"
"RB.516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB516","RB","gut","Gammarus_zaddachi"
"RB.515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465116279069767,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0.0558139534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB515","RB","gut","Gammarus_zaddachi"
"RB.514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100468854655057,0.00200937709310114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562625586068319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB514","RB","gut","Gammarus_zaddachi"
"RB.513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449897750511247,0,0,0,0,0,0,0,0,0,0,0,0,0.0016359918200409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB513","RB","gut","Gammarus_zaddachi"
"RB.512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182767624020888,0.00391644908616188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB512","RB","gut","Gammarus_zaddachi"
"RB.525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867052023121387,0.0202312138728324,0,0,0,0,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB525","RB","gut","Gammarus_zaddachi"
"RB.524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256916996047431,0.179841897233202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB524","RB","gut","Gammarus_zaddachi"
"RB.523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177514792899408,0,0.0532544378698225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB523","RB","gut","Gammarus_zaddachi"
"RB.522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0.132075471698113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB522","RB","gut","Gammarus_zaddachi"
"RB.521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178217821782178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB521","RB","gut","Gammarus_zaddachi"
"RB.520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313379295630026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB520","RB","gut","Gammarus_zaddachi"
"RB.519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB519","RB","gut","Gammarus_zaddachi"
"RB.533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213414634146341,0.0152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB533","RB","gut","Gammarus_zaddachi"
"RB.532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB532","RB","gut","Gammarus_zaddachi"
"RB.531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB531","RB","gut","Gammarus_zaddachi"
"RB.530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB530","RB","gut","Gammarus_zaddachi"
"RB.529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB529","RB","gut","Gammarus_zaddachi"
"RB.528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652173913043478,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0.104347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB528","RB","gut","Gammarus_zaddachi"
"RB.527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB527","RB","gut","Gammarus_zaddachi"
"RB.304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB304","RB","gut","Corophium_multisetosum"
"RB.303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145161290322581,0.258064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB303","RB","gut","Corophium_multisetosum"
"RB.302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289256198347107,0,0.0256198347107438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB302","RB","gut","Gammarus_zaddachi"
"RB.301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB301","RB","gut","Corophium_multisetosum"
"RB.502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB502","RB","gut","Gammarus_zaddachi"
"RB.501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167597765363128,0.0111731843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB501","RB","gut","Gammarus_zaddachi"
"RB.402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638297872340425,0,0,0,0,0,0,0,0,0,0,0,0.0893617021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB402","RB","gut","Gammarus_zaddachi"
"RB.401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286821705426357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB401","RB","gut","Gammarus_zaddachi"
"RB.308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360824742268041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB308","RB","gut","Gammarus_zaddachi"
"RB.307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB307","RB","gut","Gammarus_zaddachi"
"RB.306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990990990990991,0.018018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB306","RB","gut","Gammarus_zaddachi"
"RB.305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB305","RB","gut","Gammarus_zaddachi"
"RB.509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137174211248285,0.000979815794630609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100529100529101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB509","RB","gut","Gammarus_zaddachi"
"RB.508",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985915492957746,0,0,0,0,0,0.00131455399061033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150234741784038,0.0223474178403756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000751173708920188,0,0,0,0,0,0,0,0,"May","RB508","RB","gut","Gammarus_zaddachi"
"RB.507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004149377593361,0,0.00553250345781466,0,0,0,0,0,0,0,0,0,0,0,0.004149377593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477178423236515,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB507","RB","gut","Gammarus_zaddachi"
"RB.506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267124594543026,0.000381606563632894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539973287540546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB506","RB","gut","Gammarus_zaddachi"
"RB.505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279684719043987,0,0,0,0,0,0,0,0,0,0,0,0.000508517670989067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB505","RB","gut","Gammarus_zaddachi"
"RB.504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548446069469835,0.0036563071297989,0,0,0,0,0,0,0,0,0,0,0,0.00182815356489945,0,0,0,0,0,0,0,0,0,0,0,0.118829981718464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB504","RB","gut","Gammarus_zaddachi"
"RB.503",0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142045454545455,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB503","RB","gut","Gammarus_zaddachi"
"RB.607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153767298821117,0.230138390568939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB607","RB","gut","Gammarus_zaddachi"
"RB.606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000951760757401192,0,0,0,0,0,0,0,0.00874951994523201,0,0,0,0,0,0,0.00702967155905091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB606","RB","gut","Gammarus_zaddachi"
"RB.605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104842501175364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB605","RB","gut","Gammarus_zaddachi"
"RB.604",0,0,0,0,0,0,0,0.0397098129056892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB604","RB","gut","Gammarus_zaddachi"
"RB.603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872552710843374,0.421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May","RB603","RB","gut","Gammarus_zaddachi"
