"","Asplanchna_sieboldi","Batrachospermum_gelatinosum","Bothrioneurum_vejdovskyanum","Chaetogaster_diastrophus","Chironomidae","Chironomus_luridus","Chironomus_sp._BOLD:AAI4299","Chydorus_brevilabris","Corophium_multisetosum","Crangonyx_floridanus","Crangonyx_pseudogracilis","Cricotopus","Cricotopus_laricomalis","Cyclopidae","Daphnia","Dikerogammarus_villosus","Diptera","Dreissena_polymorpha","Euchlanis_dilatata","Gammarus_tigrinus","Gammarus_zaddachi","Harmonia_axyridis","Hydra","Hydra_oligactis","Lype_phaeopa","Osmia_bicornis","Polyphemus_pediculus","Radix_auricularia","Stenostomum_sthenum","Stylaria_lacustris","Tubifex_tubifex","time","Crangonyx","Hydra_circumcincta","Leptodora_kindtii","Oxyethira_flavicornis","Physella_acuta","Podocopida","Porcellio_scaber","Potamothrix_moldaviensis","Sargus_bipunctatus","Stempellina_bausei","Stempellinella_edwardsi","Tydeidae","samples_id","site"
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB306","WB"
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999917136228041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB305","WB"
"17",0,0,0,0,0,0,0,0,0,0,0,0.00324686421272087,0,0,0,0.996753135787279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB406","WB"
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB405","WB"
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB404","WB"
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999519472793007,0.000480527206992815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB403","WB"
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999714611872146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB402","WB"
"22",0,0,0.000792836489133476,0,0,0,0,0,0,0,0,0,0,0,0,0.999113888629792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB401","WB"
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB314","WB"
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB313","WB"
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995961035875505,0,0,0,0.00403896412449513,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB103","WB"
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993782533256217,0,0,0,0.00621746674378253,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB102","WB"
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956419316843345,0,0,0,0.0435806831566549,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB101","WB"
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB111","WB"
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB110","WB"
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB109","WB"
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB108","WB"
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999693049769787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB107","WB"
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB106","WB"
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB105","WB"
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725982353264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB104","WB"
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB209","WB"
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB208","WB"
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB207","WB"
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB206","WB"
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999407231772377,0,0,0,0.000592768227622999,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB205","WB"
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB204","WB"
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB203","WB"
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999950987599863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB202","WB"
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999898236092266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB520","WB"
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999940585823778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB519","WB"
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB518","WB"
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999949521718281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB517","WB"
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999751799453959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB516","WB"
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354594211249501,0,0.999379460130313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB515","WB"
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076530612244898,0,0.99234693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB514","WB"
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB513","WB"
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB512","WB"
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB511","WB"
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB510","WB"
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999846177511152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB509","WB"
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999879025428855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB508","WB"
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205761316872428,0,0.694444444444444,0,0,0,0,0.301440329218107,0,0,0,0,0,0.00205761316872428,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB507","WB"
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB506","WB"
"111",0,0,0,0,0,0,0,0.00228050171037628,0,0,0,0,0,0.00342075256556442,0.00228050171037628,0.989737742303307,0,0,0,0,0,0,0,0,0,0,0.00228050171037628,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB505","WB"
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999960803527682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB504","WB"
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB503","WB"
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB502","WB"
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999811723358855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB501","WB"
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999768017321373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB410","WB"
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB409","WB"
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0.997792494481236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB408","WB"
"119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999916490368556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May",0,0,0,0,0,0,0,0,0,0,0,0,"WB407","WB"
"284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99992762015055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB201","WB"
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB301","WB"
"286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB302","WB"
"287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999249530956848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB303","WB"
"288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB304","WB"
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB305","WB"
"290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999744147371114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB306","WB"
"291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB307","WB"
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB308","WB"
"293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB309","WB"
"294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB310","WB"
"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998174349612049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB311","WB"
"296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB312","WB"
"297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998848589522165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB313","WB"
"298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999555851654453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB314","WB"
"299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB315","WB"
"300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB401","WB"
"301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999569892473118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB501","WB"
"302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB502","WB"
"303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB503","WB"
"304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB504","WB"
"305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB601","WB"
"306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB602","WB"
"307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999396863691194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB603","WB"
"308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB604","WB"
"309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB605","WB"
"310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB606","WB"
"311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999404983265154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB607","WB"
"312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999857543093214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB608","WB"
"313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999248332237151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB609","WB"
"314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999501295740531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB610","WB"
"315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949180409546111,0.0473319715011708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB611","WB"
"316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931735067045916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0.0251930109711499,0,0,0,0,"WB612","WB"
"317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB613","WB"
"318",0,0,0.0144688259838501,0,0,0,0,0,0,0,0,0,0,0,0,0.984990844415093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB614","WB"
"319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999891546011605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB615","WB"
"320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999878515458908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB616","WB"
"321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB618","WB"
"322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999603195141728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB619","WB"
"323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999929418407679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB620","WB"
"324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999970430385736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB621","WB"
"325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999576360940479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB622","WB"
"326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999764052294591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB623","WB"
"327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999488080979794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB624","WB"
"328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998731275500642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB625","WB"
"329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999596433238527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB626","WB"
"330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804846033428296,0.192684278588583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB627","WB"
"331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996405919661734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"WB628","WB"
