"","Asplanchna_sieboldi","Batrachospermum_gelatinosum","Bothrioneurum_vejdovskyanum","Chaetogaster_diastrophus","Chironomidae","Chironomus_luridus","Chironomus_sp._BOLD:AAI4299","Chydorus_brevilabris","Corophium_multisetosum","Crangonyx_floridanus","Crangonyx_pseudogracilis","Cricotopus","Cricotopus_laricomalis","Cyclopidae","Daphnia","Dikerogammarus_villosus","Diptera","Dreissena_polymorpha","Euchlanis_dilatata","Gammarus_tigrinus","Gammarus_zaddachi","Harmonia_axyridis","Hydra","Hydra_oligactis","Lype_phaeopa","Osmia_bicornis","Polyphemus_pediculus","Radix_auricularia","Stenostomum_sthenum","Stylaria_lacustris","Tubifex_tubifex","time","Crangonyx","Hydra_circumcincta","Leptodora_kindtii","Oxyethira_flavicornis","Physella_acuta","Podocopida","Porcellio_scaber","Potamothrix_moldaviensis","Sargus_bipunctatus","Stempellina_bausei","Stempellinella_edwardsi","Tydeidae","samples_id","site"
"207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999851698057244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW403","GW"
"208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW404","GW"
"209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999865854640088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW405","GW"
"210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892410003434388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW601","GW"
"211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999930123681084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW602","GW"
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99987153794769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW603","GW"
"213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912885197149157,0.0481464390093832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW604","GW"
"214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999837951709609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW605","GW"
"215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999942091649616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW606","GW"
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999925470467673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW607","GW"
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999837202487546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW608","GW"
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999929641877155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW609","GW"
"219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975127594419871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023919700578428,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW610","GW"
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW611","GW"
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999647794311878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW612","GW"
"222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999824791940429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW613","GW"
"223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW614","GW"
"224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982577183079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW615","GW"
"225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW616","GW"
"226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999622099614542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW617","GW"
"227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999622854987743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW618","GW"
"228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999234526499964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW619","GW"
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999900264299606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0,0,0,0,0,0,0,0,"GW620","GW"
"230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974517528549344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct",0,0,0,0,0.0253328679000648,0,0,0,0,0,0,0,"GW621","GW"
